dt,AverageTemperature,AverageTemperatureUncertainty,Country,Year
2001-01-01,-11.379,0.36,North Korea,2001
2001-02-01,-6.457000000000002,0.396,North Korea,2001
2001-03-01,-0.082,0.165,North Korea,2001
2001-04-01,8.82,0.138,North Korea,2001
2001-05-01,15.002,0.33,North Korea,2001
2001-06-01,19.146,0.275,North Korea,2001
2001-07-01,22.438,0.333,North Korea,2001
2001-08-01,21.815,0.102,North Korea,2001
2001-09-01,17.214000000000002,0.219,North Korea,2001
2001-10-01,11.432,0.102,North Korea,2001
2001-11-01,1.902,0.234,North Korea,2001
2001-12-01,-7.126,0.286,North Korea,2001
2002-01-01,-6.126,0.526,North Korea,2002
2002-02-01,-2.545000000000001,0.375,North Korea,2002
2002-03-01,3.505,0.327,North Korea,2002
2002-04-01,9.16,0.21,North Korea,2002
2002-05-01,14.747,0.151,North Korea,2002
2002-06-01,17.955,0.236,North Korea,2002
2002-07-01,21.406,0.31,North Korea,2002
2002-08-01,20.913,0.194,North Korea,2002
2002-09-01,16.796000000000006,0.139,North Korea,2002
2002-10-01,7.727,0.221,North Korea,2002
2002-11-01,-2.0540000000000003,0.135,North Korea,2002
2002-12-01,-6.375,0.212,North Korea,2002
2003-01-01,-9.171,0.296,North Korea,2003
2003-02-01,-3.3310000000000004,0.29,North Korea,2003
2003-03-01,1.285,0.201,North Korea,2003
2003-04-01,8.979,0.205,North Korea,2003
2003-05-01,14.623,0.431,North Korea,2003
2003-06-01,18.536,0.406,North Korea,2003
2003-07-01,20.343,0.216,North Korea,2003
2003-08-01,20.76,0.355,North Korea,2003
2003-09-01,17.076,0.266,North Korea,2003
2003-10-01,9.322,0.229,North Korea,2003
2003-11-01,3.002,0.324,North Korea,2003
2003-12-01,-4.772,0.242,North Korea,2003
2004-01-01,-7.749,0.239,North Korea,2004
2004-02-01,-2.995000000000001,0.285,North Korea,2004
2004-03-01,0.9000000000000001,0.229,North Korea,2004
2004-04-01,9.09,0.259,North Korea,2004
2004-05-01,13.893,0.244,North Korea,2004
2004-06-01,19.727,0.385,North Korea,2004
2004-07-01,21.215,0.239,North Korea,2004
2004-08-01,21.477,0.25,North Korea,2004
2004-09-01,17.195999999999998,0.138,North Korea,2004
2004-10-01,9.916,0.243,North Korea,2004
2004-11-01,3.841,0.179,North Korea,2004
2004-12-01,-5.183000000000002,0.251,North Korea,2004
2005-01-01,-8.572000000000001,0.252,North Korea,2005
2005-02-01,-7.891,0.263,North Korea,2005
2005-03-01,-0.752,0.199,North Korea,2005
2005-04-01,8.683,0.209,North Korea,2005
2005-05-01,12.542,0.247,North Korea,2005
2005-06-01,18.642,0.297,North Korea,2005
2005-07-01,21.879,0.304,North Korea,2005
2005-08-01,22.166,0.249,North Korea,2005
2005-09-01,17.590000000000003,0.123,North Korea,2005
2005-10-01,9.932,0.292,North Korea,2005
2005-11-01,3.153,0.234,North Korea,2005
2005-12-01,-9.67,0.209,North Korea,2005
2006-01-01,-8.002,0.303,North Korea,2006
2006-02-01,-5.832999999999999,0.256,North Korea,2006
2006-03-01,0.54,0.235,North Korea,2006
2006-04-01,6.117999999999999,0.151,North Korea,2006
2006-05-01,14.202,0.255,North Korea,2006
2006-06-01,17.448,0.253,North Korea,2006
2006-07-01,20.787,0.223,North Korea,2006
2006-08-01,23.225,0.211,North Korea,2006
2006-09-01,16.741000000000003,0.182,North Korea,2006
2006-10-01,12.108,0.166,North Korea,2006
2006-11-01,2.631,0.234,North Korea,2006
2006-12-01,-4.681,0.298,North Korea,2006
2007-01-01,-6.322,0.343,North Korea,2007
2007-02-01,-1.3229999999999995,0.248,North Korea,2007
2007-03-01,1.015,0.225,North Korea,2007
2007-04-01,7.169,0.17,North Korea,2007
2007-05-01,14.025,0.236,North Korea,2007
2007-06-01,19.59,0.289,North Korea,2007
2007-07-01,20.704,0.259,North Korea,2007
2007-08-01,22.26,0.158,North Korea,2007
2007-09-01,17.585,0.216,North Korea,2007
2007-10-01,10.005,0.093,North Korea,2007
2007-11-01,1.5339999999999998,0.176,North Korea,2007
2007-12-01,-4.1080000000000005,0.261,North Korea,2007
2008-01-01,-8.385,0.308,North Korea,2008
2008-02-01,-5.91,0.215,North Korea,2008
2008-03-01,3.09,0.251,North Korea,2008
2008-04-01,9.839,0.2,North Korea,2008
2008-05-01,13.601,0.307,North Korea,2008
2008-06-01,18.138,0.308,North Korea,2008
2008-07-01,22.237,0.293,North Korea,2008
2008-08-01,21.672,0.252,North Korea,2008
2008-09-01,17.354000000000006,0.208,North Korea,2008
2008-10-01,11.134,0.117,North Korea,2008
2008-11-01,1.954,0.234,North Korea,2008
2008-12-01,-5.125,0.296,North Korea,2008
2009-01-01,-7.749,0.277,North Korea,2009
2009-02-01,-3.0680000000000005,0.322,North Korea,2009
2009-03-01,0.919,0.087,North Korea,2009
2009-04-01,8.245999999999999,0.412,North Korea,2009
2009-05-01,15.389,0.296,North Korea,2009
2009-06-01,17.363,0.325,North Korea,2009
2009-07-01,20.149,0.336,North Korea,2009
2009-08-01,21.516,0.305,North Korea,2009
2009-09-01,16.775000000000002,0.217,North Korea,2009
2009-10-01,10.288,0.155,North Korea,2009
2009-11-01,0.69,0.369,North Korea,2009
2009-12-01,-7.041,0.197,North Korea,2009
2010-01-01,-9.561,0.222,North Korea,2010
2010-02-01,-5.274000000000001,0.349,North Korea,2010
2010-03-01,-1.178,0.195,North Korea,2010
2010-04-01,5.087,0.211,North Korea,2010
2010-05-01,13.677,0.416,North Korea,2010
2010-06-01,19.681,0.336,North Korea,2010
2010-07-01,22.183000000000003,0.308,North Korea,2010
2010-08-01,22.65,0.318,North Korea,2010
2010-09-01,17.212000000000003,0.119,North Korea,2010
2010-10-01,9.234,0.157,North Korea,2010
2010-11-01,1.365,0.149,North Korea,2010
2010-12-01,-6.7330000000000005,0.376,North Korea,2010
2011-01-01,-11.841,0.299,North Korea,2011
2011-02-01,-4.3050000000000015,0.298,North Korea,2011
2011-03-01,0.002,0.265,North Korea,2011
2011-04-01,7.044,0.157,North Korea,2011
2011-05-01,13.186,0.316,North Korea,2011
2011-06-01,17.735,0.404,North Korea,2011
2011-07-01,21.695,0.262,North Korea,2011
2011-08-01,22.067,0.145,North Korea,2011
2011-09-01,16.441000000000006,0.198,North Korea,2011
2011-10-01,9.553,0.22,North Korea,2011
2011-11-01,3.925,0.395,North Korea,2011
2011-12-01,-7.018000000000002,0.443,North Korea,2011
2012-01-01,-9.709,0.393,North Korea,2012
2012-02-01,-7.607,0.176,North Korea,2012
2012-03-01,-0.022,0.131,North Korea,2012
2012-04-01,7.896,0.435,North Korea,2012
2012-05-01,14.639,0.341,North Korea,2012
2012-06-01,17.962999999999994,0.369,North Korea,2012
2012-07-01,21.746,0.46,North Korea,2012
2012-08-01,22.473000000000003,0.672,North Korea,2012
2012-09-01,16.971,0.394,North Korea,2012
2012-10-01,9.996,0.596,North Korea,2012
2012-11-01,0.968,0.258,North Korea,2012
2012-12-01,-9.947,0.603,North Korea,2012
2013-01-01,-9.996,0.5589999999999999,North Korea,2013
2013-02-01,-7.1480000000000015,0.375,North Korea,2013
2013-03-01,-0.221,0.631,North Korea,2013
2013-04-01,5.267,0.426,North Korea,2013
2013-05-01,14.494000000000002,0.358,North Korea,2013
2013-06-01,19.168,0.5479999999999999,North Korea,2013
2013-07-01,22.755,0.631,North Korea,2013
2013-08-01,23.613000000000003,0.505,North Korea,2013
2013-09-01,18.89903286384977,0.3216699362843729,North Korea,2013
1990-01-01,20.123,0.256,Oman,1990
1990-02-01,22.193,0.402,Oman,1990
1990-03-01,24.209000000000003,0.356,Oman,1990
1990-04-01,28.771,0.258,Oman,1990
1990-05-01,31.85,0.363,Oman,1990
1990-06-01,33.408,0.531,Oman,1990
1990-07-01,33.188,0.758,Oman,1990
1990-08-01,31.84,1.163,Oman,1990
1990-09-01,30.412,0.7609999999999999,Oman,1990
1990-10-01,27.301,0.321,Oman,1990
1990-11-01,24.363000000000003,0.219,Oman,1990
1990-12-01,21.676,0.236,Oman,1990
1991-01-01,20.967,0.434,Oman,1991
1991-02-01,21.315,0.273,Oman,1991
1991-03-01,24.875,0.519,Oman,1991
1991-04-01,28.707,0.326,Oman,1991
1991-05-01,30.843000000000004,0.435,Oman,1991
1991-06-01,32.635000000000005,0.662,Oman,1991
1991-07-01,32.705000000000005,0.491,Oman,1991
1991-08-01,30.956000000000003,0.511,Oman,1991
1991-09-01,28.981,0.588,Oman,1991
1991-10-01,26.733,0.272,Oman,1991
1991-11-01,23.8,0.319,Oman,1991
1991-12-01,21.613000000000003,0.516,Oman,1991
1992-01-01,18.77,0.377,Oman,1992
1992-02-01,20.566,0.387,Oman,1992
1992-03-01,22.772,0.387,Oman,1992
1992-04-01,26.081,0.8220000000000001,Oman,1992
1992-05-01,31.663,0.657,Oman,1992
1992-06-01,33.816,0.601,Oman,1992
1992-07-01,33.171,0.526,Oman,1992
1992-08-01,32.027,0.914,Oman,1992
1992-09-01,29.238000000000003,0.306,Oman,1992
1992-10-01,26.641,0.392,Oman,1992
1992-11-01,23.863000000000003,0.197,Oman,1992
1992-12-01,22.259,0.473,Oman,1992
1993-01-01,19.625,0.439,Oman,1993
1993-02-01,21.879,0.371,Oman,1993
1993-03-01,24.209000000000003,0.444,Oman,1993
1993-04-01,27.538,0.282,Oman,1993
1993-05-01,31.377,0.581,Oman,1993
1993-06-01,33.431000000000004,0.599,Oman,1993
1993-07-01,33.742000000000004,0.612,Oman,1993
1993-08-01,32.187000000000005,0.399,Oman,1993
1993-09-01,30.146,0.536,Oman,1993
1993-10-01,27.492,0.321,Oman,1993
1993-11-01,24.859,0.378,Oman,1993
1993-12-01,21.938,0.371,Oman,1993
1994-01-01,20.44100000000001,0.307,Oman,1994
1994-02-01,21.422,0.402,Oman,1994
1994-03-01,25.292,0.402,Oman,1994
1994-04-01,28.597,0.371,Oman,1994
1994-05-01,32.190999999999995,0.37,Oman,1994
1994-06-01,34.455000000000005,0.693,Oman,1994
1994-07-01,33.634,0.605,Oman,1994
1994-08-01,32.194,0.767,Oman,1994
1994-09-01,30.254,0.506,Oman,1994
1994-10-01,27.521,0.381,Oman,1994
1994-11-01,25.642000000000003,0.358,Oman,1994
1994-12-01,21.43,0.418,Oman,1994
1995-01-01,20.391,0.278,Oman,1995
1995-02-01,21.877,0.382,Oman,1995
1995-03-01,23.471,0.415,Oman,1995
1995-04-01,27.457,0.596,Oman,1995
1995-05-01,31.605,0.304,Oman,1995
1995-06-01,33.456,0.424,Oman,1995
1995-07-01,32.965,0.6920000000000001,Oman,1995
1995-08-01,32.29,0.585,Oman,1995
1995-09-01,30.282,0.411,Oman,1995
1995-10-01,27.919,0.441,Oman,1995
1995-11-01,24.237,0.509,Oman,1995
1995-12-01,21.932,0.807,Oman,1995
1996-01-01,20.35100000000001,1.061,Oman,1996
1996-02-01,22.1,0.728,Oman,1996
1996-03-01,25.099,0.605,Oman,1996
1996-04-01,28.557,0.226,Oman,1996
1996-05-01,31.96,1.411,Oman,1996
1996-06-01,32.813,1.3869999999999998,Oman,1996
1996-07-01,33.598,1.5659999999999998,Oman,1996
1996-08-01,31.335,1.148,Oman,1996
1996-09-01,29.781,0.7859999999999999,Oman,1996
1996-10-01,26.683000000000003,0.217,Oman,1996
1996-11-01,23.467,0.224,Oman,1996
1996-12-01,20.339,0.331,Oman,1996
1997-01-01,19.372,0.606,Oman,1997
1997-02-01,21.899,0.445,Oman,1997
1997-03-01,23.856,0.47,Oman,1997
1997-04-01,26.803,0.597,Oman,1997
1997-05-01,31.372,0.345,Oman,1997
1997-06-01,32.983000000000004,0.5489999999999999,Oman,1997
1997-07-01,34.011,0.624,Oman,1997
1997-08-01,32.536,0.872,Oman,1997
1997-09-01,30.707,0.436,Oman,1997
1997-10-01,28.144,0.422,Oman,1997
1997-11-01,24.798,0.516,Oman,1997
1997-12-01,21.677,0.353,Oman,1997
1998-01-01,20.267,0.409,Oman,1998
1998-02-01,22.393,0.405,Oman,1998
1998-03-01,25.433000000000003,0.231,Oman,1998
1998-04-01,29.247,0.532,Oman,1998
1998-05-01,32.9,0.993,Oman,1998
1998-06-01,34.364000000000004,1.086,Oman,1998
1998-07-01,33.655,1.176,Oman,1998
1998-08-01,32.736999999999995,1.479,Oman,1998
1998-09-01,31.061,1.212,Oman,1998
1998-10-01,28.518,0.431,Oman,1998
1998-11-01,24.908,0.249,Oman,1998
1998-12-01,22.758000000000003,0.568,Oman,1998
1999-01-01,20.72,0.42,Oman,1999
1999-02-01,23.181,0.346,Oman,1999
1999-03-01,24.578000000000007,0.262,Oman,1999
1999-04-01,29.438,0.604,Oman,1999
1999-05-01,32.565,0.598,Oman,1999
1999-06-01,34.076,0.654,Oman,1999
1999-07-01,33.618,0.7829999999999999,Oman,1999
1999-08-01,32.705,1.073,Oman,1999
1999-09-01,30.761,0.825,Oman,1999
1999-10-01,28.558000000000003,0.3670000000000001,Oman,1999
1999-11-01,25.581000000000003,0.484,Oman,1999
1999-12-01,21.573,0.529,Oman,1999
2000-01-01,20.875,0.353,Oman,2000
2000-02-01,21.778,0.599,Oman,2000
2000-03-01,24.44400000000001,0.684,Oman,2000
2000-04-01,30.01,0.445,Oman,2000
2000-05-01,33.153,0.5670000000000001,Oman,2000
2000-06-01,33.841,0.461,Oman,2000
2000-07-01,33.262,0.8490000000000001,Oman,2000
2000-08-01,32.421,0.659,Oman,2000
2000-09-01,30.356,0.593,Oman,2000
2000-10-01,28.511,0.283,Oman,2000
2000-11-01,25.152,0.403,Oman,2000
2000-12-01,21.266,0.409,Oman,2000
2001-01-01,19.205,0.58,Oman,2001
2001-02-01,21.259,0.501,Oman,2001
2001-03-01,25.573,0.344,Oman,2001
2001-04-01,29.068,0.41,Oman,2001
2001-05-01,33.66,0.406,Oman,2001
2001-06-01,34.361999999999995,0.409,Oman,2001
2001-07-01,33.736000000000004,0.63,Oman,2001
2001-08-01,32.301,0.612,Oman,2001
2001-09-01,30.964,0.501,Oman,2001
2001-10-01,28.822,0.347,Oman,2001
2001-11-01,24.866,0.318,Oman,2001
2001-12-01,23.184,0.327,Oman,2001
2002-01-01,20.613000000000003,0.505,Oman,2002
2002-02-01,21.193,0.7609999999999999,Oman,2002
2002-03-01,25.751,0.279,Oman,2002
2002-04-01,28.886,0.381,Oman,2002
2002-05-01,33.227,0.464,Oman,2002
2002-06-01,33.928000000000004,0.422,Oman,2002
2002-07-01,33.455000000000005,0.731,Oman,2002
2002-08-01,32.277,0.999,Oman,2002
2002-09-01,30.633000000000003,0.34,Oman,2002
2002-10-01,28.962,0.5820000000000001,Oman,2002
2002-11-01,24.984,0.337,Oman,2002
2002-12-01,22.021,0.401,Oman,2002
2003-01-01,20.189,0.355,Oman,2003
2003-02-01,23.197,0.3720000000000001,Oman,2003
2003-03-01,25.632,0.528,Oman,2003
2003-04-01,29.517,0.254,Oman,2003
2003-05-01,33.041,0.474,Oman,2003
2003-06-01,35.044000000000004,0.7020000000000001,Oman,2003
2003-07-01,33.121,0.71,Oman,2003
2003-08-01,32.797000000000004,0.628,Oman,2003
2003-09-01,31.29,0.253,Oman,2003
2003-10-01,28.183000000000003,0.475,Oman,2003
2003-11-01,25.396,0.294,Oman,2003
2003-12-01,21.821,0.381,Oman,2003
2004-01-01,20.911,0.41,Oman,2004
2004-02-01,22.245,0.369,Oman,2004
2004-03-01,26.31600000000001,0.232,Oman,2004
2004-04-01,30.107,0.476,Oman,2004
2004-05-01,32.855,0.5710000000000001,Oman,2004
2004-06-01,34.691,0.6759999999999999,Oman,2004
2004-07-01,32.859,0.868,Oman,2004
2004-08-01,32.063,0.936,Oman,2004
2004-09-01,30.027,0.742,Oman,2004
2004-10-01,28.335,0.453,Oman,2004
2004-11-01,25.527,0.433,Oman,2004
2004-12-01,21.566,0.295,Oman,2004
2005-01-01,19.846,0.444,Oman,2005
2005-02-01,22.088,0.329,Oman,2005
2005-03-01,25.967,0.403,Oman,2005
2005-04-01,29.26,0.339,Oman,2005
2005-05-01,32.266,0.38,Oman,2005
2005-06-01,34.646,0.66,Oman,2005
2005-07-01,33.523,0.49,Oman,2005
2005-08-01,33.308,0.409,Oman,2005
2005-09-01,30.792,0.357,Oman,2005
2005-10-01,27.784,0.299,Oman,2005
2005-11-01,25.358,0.272,Oman,2005
2005-12-01,22.047,0.15,Oman,2005
2006-01-01,20.082,0.327,Oman,2006
2006-02-01,22.958,0.4,Oman,2006
2006-03-01,25.074,0.19,Oman,2006
2006-04-01,29.136,0.244,Oman,2006
2006-05-01,33.065,0.382,Oman,2006
2006-06-01,33.823,0.42,Oman,2006
2006-07-01,34.052,0.8220000000000001,Oman,2006
2006-08-01,32.077,0.693,Oman,2006
2006-09-01,31.222,0.416,Oman,2006
2006-10-01,28.645,0.303,Oman,2006
2006-11-01,25.511000000000006,0.29,Oman,2006
2006-12-01,20.893,0.366,Oman,2006
2007-01-01,19.581,0.266,Oman,2007
2007-02-01,23.531,0.523,Oman,2007
2007-03-01,25.38000000000001,0.338,Oman,2007
2007-04-01,30.193,0.217,Oman,2007
2007-05-01,33.272,0.439,Oman,2007
2007-06-01,34.253,0.335,Oman,2007
2007-07-01,34.597,0.491,Oman,2007
2007-08-01,32.775,0.252,Oman,2007
2007-09-01,31.281,0.552,Oman,2007
2007-10-01,27.564,0.265,Oman,2007
2007-11-01,25.739,0.379,Oman,2007
2007-12-01,22.19,0.393,Oman,2007
2008-01-01,20.067,0.311,Oman,2008
2008-02-01,20.452,0.276,Oman,2008
2008-03-01,25.503,0.459,Oman,2008
2008-04-01,29.435,0.271,Oman,2008
2008-05-01,32.892,0.573,Oman,2008
2008-06-01,34.889,0.601,Oman,2008
2008-07-01,34.055,0.287,Oman,2008
2008-08-01,31.752,0.647,Oman,2008
2008-09-01,30.929,0.5720000000000001,Oman,2008
2008-10-01,28.419,0.26,Oman,2008
2008-11-01,24.613000000000003,0.26,Oman,2008
2008-12-01,20.017,0.198,Oman,2008
2009-01-01,19.254,0.228,Oman,2009
2009-02-01,22.736,0.227,Oman,2009
2009-03-01,25.717,0.28,Oman,2009
2009-04-01,28.532,0.348,Oman,2009
2009-05-01,33.731,0.335,Oman,2009
2009-06-01,34.43,0.349,Oman,2009
2009-07-01,35.096000000000004,1.331,Oman,2009
2009-08-01,32.995000000000005,0.483,Oman,2009
2009-09-01,31.198,0.423,Oman,2009
2009-10-01,28.415,0.231,Oman,2009
2009-11-01,25.34800000000001,0.269,Oman,2009
2009-12-01,22.658,0.504,Oman,2009
2010-01-01,20.705,0.307,Oman,2010
2010-02-01,22.879,0.392,Oman,2010
2010-03-01,26.885,0.52,Oman,2010
2010-04-01,30.599,0.247,Oman,2010
2010-05-01,33.308,0.526,Oman,2010
2010-06-01,34.151,0.249,Oman,2010
2010-07-01,33.803000000000004,0.638,Oman,2010
2010-08-01,32.524,0.517,Oman,2010
2010-09-01,31.052,0.322,Oman,2010
2010-10-01,29.383000000000003,0.377,Oman,2010
2010-11-01,25.012,0.241,Oman,2010
2010-12-01,21.203000000000003,0.217,Oman,2010
2011-01-01,20.695,0.232,Oman,2011
2011-02-01,22.168000000000003,0.193,Oman,2011
2011-03-01,25.622,0.247,Oman,2011
2011-04-01,28.784,0.32,Oman,2011
2011-05-01,33.134,0.3,Oman,2011
2011-06-01,34.659,0.941,Oman,2011
2011-07-01,33.701,0.605,Oman,2011
2011-08-01,32.831,0.511,Oman,2011
2011-09-01,31.769,0.7070000000000001,Oman,2011
2011-10-01,28.412,0.486,Oman,2011
2011-11-01,25.212000000000003,0.212,Oman,2011
2011-12-01,20.821,0.383,Oman,2011
2012-01-01,20.315,0.391,Oman,2012
2012-02-01,21.586,0.303,Oman,2012
2012-03-01,24.993,0.321,Oman,2012
2012-04-01,28.988000000000003,0.398,Oman,2012
2012-05-01,33.056,0.453,Oman,2012
2012-06-01,34.681999999999995,0.573,Oman,2012
2012-07-01,33.372,1.457,Oman,2012
2012-08-01,32.842,1.94,Oman,2012
2012-09-01,31.969,0.838,Oman,2012
2012-10-01,29.005,0.895,Oman,2012
2012-11-01,25.343000000000004,1.2919999999999998,Oman,2012
2012-12-01,22.388,0.382,Oman,2012
2013-01-01,20.325,0.435,Oman,2013
2013-02-01,22.131,0.8190000000000001,Oman,2013
2013-03-01,23.090000000000003,1.867,Oman,2013
2013-04-01,29.061,1.452,Oman,2013
2013-05-01,32.437,0.58,Oman,2013
2013-06-01,34.009,3.05,Oman,2013
2013-07-01,32.678000000000004,1.402,Oman,2013
2013-08-01,31.824,2.027,Oman,2013
2013-09-01,18.89903286384977,0.3216699362843729,Oman,2013
1990-01-01,11.27,0.349,Pakistan,1990
1990-02-01,12.124,0.2,Pakistan,1990
1990-03-01,16.034000000000002,0.328,Pakistan,1990
1990-04-01,22.483,0.267,Pakistan,1990
1990-05-01,28.814,0.3,Pakistan,1990
1990-06-01,30.535,0.226,Pakistan,1990
1990-07-01,30.025,0.466,Pakistan,1990
1990-08-01,28.872,0.378,Pakistan,1990
1990-09-01,27.002,0.201,Pakistan,1990
1990-10-01,21.459,0.4270000000000001,Pakistan,1990
1990-11-01,16.915,0.463,Pakistan,1990
1990-12-01,10.984000000000002,0.267,Pakistan,1990
1991-01-01,9.457,0.478,Pakistan,1991
1991-02-01,11.106,0.28,Pakistan,1991
1991-03-01,16.500999999999998,0.477,Pakistan,1991
1991-04-01,21.723000000000003,0.311,Pakistan,1991
1991-05-01,26.69,0.317,Pakistan,1991
1991-06-01,30.231,0.232,Pakistan,1991
1991-07-01,30.421000000000006,0.359,Pakistan,1991
1991-08-01,28.732000000000006,0.431,Pakistan,1991
1991-09-01,26.225,0.299,Pakistan,1991
1991-10-01,21.118,0.279,Pakistan,1991
1991-11-01,16.29,0.327,Pakistan,1991
1991-12-01,12.322,0.268,Pakistan,1991
1992-01-01,9.641,0.354,Pakistan,1992
1992-02-01,11.52,0.434,Pakistan,1992
1992-03-01,15.765,0.22,Pakistan,1992
1992-04-01,21.051,0.402,Pakistan,1992
1992-05-01,26.324,0.27,Pakistan,1992
1992-06-01,30.404,0.208,Pakistan,1992
1992-07-01,29.497,0.375,Pakistan,1992
1992-08-01,28.017000000000003,0.216,Pakistan,1992
1992-09-01,25.281,0.274,Pakistan,1992
1992-10-01,21.47,0.196,Pakistan,1992
1992-11-01,16.602999999999998,0.705,Pakistan,1992
1992-12-01,12.929,0.449,Pakistan,1992
1993-01-01,9.4,0.542,Pakistan,1993
1993-02-01,14.207,0.326,Pakistan,1993
1993-03-01,15.838,0.245,Pakistan,1993
1993-04-01,22.843000000000004,0.195,Pakistan,1993
1993-05-01,28.354,0.299,Pakistan,1993
1993-06-01,30.336,0.386,Pakistan,1993
1993-07-01,29.588,0.385,Pakistan,1993
1993-08-01,29.028,0.346,Pakistan,1993
1993-09-01,26.862,0.289,Pakistan,1993
1993-10-01,21.634,0.224,Pakistan,1993
1993-11-01,17.178,0.642,Pakistan,1993
1993-12-01,12.07,0.462,Pakistan,1993
1994-01-01,10.023,0.455,Pakistan,1994
1994-02-01,11.374,0.39,Pakistan,1994
1994-03-01,18.716,0.312,Pakistan,1994
1994-04-01,21.393,0.25,Pakistan,1994
1994-05-01,28.06,0.215,Pakistan,1994
1994-06-01,31.06,0.316,Pakistan,1994
1994-07-01,29.518,0.406,Pakistan,1994
1994-08-01,28.796000000000006,0.284,Pakistan,1994
1994-09-01,24.81,0.292,Pakistan,1994
1994-10-01,21.269,0.265,Pakistan,1994
1994-11-01,17.775,0.267,Pakistan,1994
1994-12-01,11.163,0.243,Pakistan,1994
1995-01-01,9.423,0.18,Pakistan,1995
1995-02-01,12.356,0.293,Pakistan,1995
1995-03-01,15.981000000000002,0.34,Pakistan,1995
1995-04-01,21.291,0.278,Pakistan,1995
1995-05-01,27.727,0.3,Pakistan,1995
1995-06-01,30.972,0.411,Pakistan,1995
1995-07-01,29.971,0.24,Pakistan,1995
1995-08-01,28.895000000000003,0.33,Pakistan,1995
1995-09-01,26.477,0.18,Pakistan,1995
1995-10-01,22.477,0.203,Pakistan,1995
1995-11-01,16.382,0.284,Pakistan,1995
1995-12-01,10.935,0.246,Pakistan,1995
1996-01-01,9.004,0.226,Pakistan,1996
1996-02-01,12.725,0.271,Pakistan,1996
1996-03-01,17.867,0.311,Pakistan,1996
1996-04-01,22.959,0.293,Pakistan,1996
1996-05-01,26.544,0.303,Pakistan,1996
1996-06-01,29.698,0.383,Pakistan,1996
1996-07-01,29.795,0.288,Pakistan,1996
1996-08-01,28.207,0.238,Pakistan,1996
1996-09-01,27.046,0.154,Pakistan,1996
1996-10-01,21.435,0.278,Pakistan,1996
1996-11-01,15.191,0.246,Pakistan,1996
1996-12-01,10.735,0.27,Pakistan,1996
1997-01-01,9.479,0.5529999999999999,Pakistan,1997
1997-02-01,12.441,0.376,Pakistan,1997
1997-03-01,16.909000000000002,0.423,Pakistan,1997
1997-04-01,21.281,0.482,Pakistan,1997
1997-05-01,25.731,0.364,Pakistan,1997
1997-06-01,29.309,0.25,Pakistan,1997
1997-07-01,30.706000000000003,0.364,Pakistan,1997
1997-08-01,28.724,0.358,Pakistan,1997
1997-09-01,27.056,0.378,Pakistan,1997
1997-10-01,21.003,0.267,Pakistan,1997
1997-11-01,15.865,0.303,Pakistan,1997
1997-12-01,10.361,0.334,Pakistan,1997
1998-01-01,9.834,0.366,Pakistan,1998
1998-02-01,12.104,0.626,Pakistan,1998
1998-03-01,16.602,0.447,Pakistan,1998
1998-04-01,23.992,0.293,Pakistan,1998
1998-05-01,28.148000000000003,0.315,Pakistan,1998
1998-06-01,30.002,0.361,Pakistan,1998
1998-07-01,30.432,0.218,Pakistan,1998
1998-08-01,29.638,0.354,Pakistan,1998
1998-09-01,27.135,0.263,Pakistan,1998
1998-10-01,22.798,0.292,Pakistan,1998
1998-11-01,16.820999999999998,0.304,Pakistan,1998
1998-12-01,12.447,0.371,Pakistan,1998
1999-01-01,9.815,0.295,Pakistan,1999
1999-02-01,13.306,0.265,Pakistan,1999
1999-03-01,17.765,0.271,Pakistan,1999
1999-04-01,24.165,0.198,Pakistan,1999
1999-05-01,28.187,0.193,Pakistan,1999
1999-06-01,30.146,0.5329999999999999,Pakistan,1999
1999-07-01,30.221,0.352,Pakistan,1999
1999-08-01,28.817,0.362,Pakistan,1999
1999-09-01,27.467,0.286,Pakistan,1999
1999-10-01,23.051,0.338,Pakistan,1999
1999-11-01,17.561,0.284,Pakistan,1999
1999-12-01,11.855,0.353,Pakistan,1999
2000-01-01,10.295,0.374,Pakistan,2000
2000-02-01,11.355,0.3720000000000001,Pakistan,2000
2000-03-01,17.115000000000002,0.19,Pakistan,2000
2000-04-01,25.131,0.261,Pakistan,2000
2000-05-01,30.058000000000003,0.374,Pakistan,2000
2000-06-01,30.449,0.3720000000000001,Pakistan,2000
2000-07-01,29.797,0.273,Pakistan,2000
2000-08-01,28.971,0.299,Pakistan,2000
2000-09-01,26.78,0.363,Pakistan,2000
2000-10-01,23.038,0.239,Pakistan,2000
2000-11-01,16.811,0.251,Pakistan,2000
2000-12-01,12.07,0.304,Pakistan,2000
2001-01-01,9.099,0.433,Pakistan,2001
2001-02-01,12.673,0.403,Pakistan,2001
2001-03-01,18.321,0.283,Pakistan,2001
2001-04-01,23.361,0.711,Pakistan,2001
2001-05-01,29.743,0.364,Pakistan,2001
2001-06-01,30.539,0.391,Pakistan,2001
2001-07-01,29.909,0.28,Pakistan,2001
2001-08-01,28.988000000000003,0.207,Pakistan,2001
2001-09-01,26.732,0.286,Pakistan,2001
2001-10-01,23.087,0.406,Pakistan,2001
2001-11-01,17.434,0.274,Pakistan,2001
2001-12-01,13.279000000000002,0.225,Pakistan,2001
2002-01-01,9.93,0.346,Pakistan,2002
2002-02-01,12.092,0.25,Pakistan,2002
2002-03-01,18.71,0.228,Pakistan,2002
