dt,AverageTemperature,AverageTemperatureUncertainty,Country,Year
1990-01-01,1.5579999999999998,0.46,Afghanistan,1990
1990-02-01,3.669,0.244,Afghanistan,1990
1990-03-01,8.402000000000001,0.311,Afghanistan,1990
1990-04-01,14.457,0.231,Afghanistan,1990
1990-05-01,22.442,0.316,Afghanistan,1990
1990-06-01,26.34,0.289,Afghanistan,1990
1990-07-01,27.526,0.476,Afghanistan,1990
1990-08-01,26.563,0.529,Afghanistan,1990
1990-09-01,22.217,0.246,Afghanistan,1990
1990-10-01,14.53,0.405,Afghanistan,1990
1990-11-01,10.042,0.418,Afghanistan,1990
1990-12-01,2.1740000000000004,0.424,Afghanistan,1990
1991-01-01,1.168,0.852,Afghanistan,1991
1991-02-01,2.352,0.57,Afghanistan,1991
1991-03-01,7.925000000000002,0.402,Afghanistan,1991
1991-04-01,14.645,0.404,Afghanistan,1991
1991-05-01,19.294,0.481,Afghanistan,1991
1991-06-01,25.117,0.225,Afghanistan,1991
1991-07-01,27.23,0.271,Afghanistan,1991
1991-08-01,25.562,0.287,Afghanistan,1991
1991-09-01,21.141,0.231,Afghanistan,1991
1991-10-01,14.139,0.365,Afghanistan,1991
1991-11-01,8.749,0.414,Afghanistan,1991
1991-12-01,5.127000000000002,0.43,Afghanistan,1991
1992-01-01,1.588,0.655,Afghanistan,1992
1992-02-01,3.73,1.037,Afghanistan,1992
1992-03-01,6.593000000000001,0.295,Afghanistan,1992
1992-04-01,13.562,0.547,Afghanistan,1992
1992-05-01,17.72,0.34,Afghanistan,1992
1992-06-01,25.128,0.478,Afghanistan,1992
1992-07-01,26.804,0.33,Afghanistan,1992
1992-08-01,24.584000000000003,0.327,Afghanistan,1992
1992-09-01,19.777,0.365,Afghanistan,1992
1992-10-01,13.942,0.485,Afghanistan,1992
1992-11-01,9.812,0.7879999999999999,Afghanistan,1992
1992-12-01,5.433,0.373,Afghanistan,1992
1993-01-01,0.8079999999999999,0.893,Afghanistan,1993
1993-02-01,5.376,0.429,Afghanistan,1993
1993-03-01,7.475,0.575,Afghanistan,1993
1993-04-01,15.233,0.324,Afghanistan,1993
1993-05-01,20.556,0.359,Afghanistan,1993
1993-06-01,25.273000000000003,0.505,Afghanistan,1993
1993-07-01,26.826,0.493,Afghanistan,1993
1993-08-01,24.917,0.5660000000000001,Afghanistan,1993
1993-09-01,21.682,0.41,Afghanistan,1993
1993-10-01,12.904000000000002,0.413,Afghanistan,1993
1993-11-01,8.325,0.826,Afghanistan,1993
1993-12-01,3.896,0.6779999999999999,Afghanistan,1993
1994-01-01,2.105,0.625,Afghanistan,1994
1994-02-01,2.082,0.6629999999999999,Afghanistan,1994
1994-03-01,10.35,0.34,Afghanistan,1994
1994-04-01,13.339,0.288,Afghanistan,1994
1994-05-01,21.143,0.343,Afghanistan,1994
1994-06-01,26.289,0.285,Afghanistan,1994
1994-07-01,27.668000000000003,0.399,Afghanistan,1994
1994-08-01,27.077,0.317,Afghanistan,1994
1994-09-01,18.314,0.257,Afghanistan,1994
1994-10-01,13.890999999999998,0.415,Afghanistan,1994
1994-11-01,11.56,0.523,Afghanistan,1994
1994-12-01,3.2390000000000003,0.307,Afghanistan,1994
1995-01-01,2.4530000000000003,0.362,Afghanistan,1995
1995-02-01,4.007,0.7340000000000001,Afghanistan,1995
1995-03-01,7.944000000000001,0.81,Afghanistan,1995
1995-04-01,14.428,0.535,Afghanistan,1995
1995-05-01,20.442,0.3670000000000001,Afghanistan,1995
1995-06-01,25.837,0.278,Afghanistan,1995
1995-07-01,28.443,0.331,Afghanistan,1995
1995-08-01,26.718000000000004,0.245,Afghanistan,1995
1995-09-01,20.947,0.252,Afghanistan,1995
1995-10-01,14.539,0.3,Afghanistan,1995
1995-11-01,9.973,0.679,Afghanistan,1995
1995-12-01,2.579,0.324,Afghanistan,1995
1996-01-01,0.175,0.254,Afghanistan,1996
1996-02-01,4.337,0.239,Afghanistan,1996
1996-03-01,8.31,0.417,Afghanistan,1996
1996-04-01,14.773,0.471,Afghanistan,1996
1996-05-01,19.42,0.265,Afghanistan,1996
1996-06-01,25.518,0.363,Afghanistan,1996
1996-07-01,27.349,0.727,Afghanistan,1996
1996-08-01,25.278,0.335,Afghanistan,1996
1996-09-01,22.929,0.408,Afghanistan,1996
1996-10-01,14.36,0.242,Afghanistan,1996
1996-11-01,6.7620000000000005,0.471,Afghanistan,1996
1996-12-01,3.901,0.328,Afghanistan,1996
1997-01-01,2.69,0.521,Afghanistan,1997
1997-02-01,3.628,0.722,Afghanistan,1997
1997-03-01,8.742,0.655,Afghanistan,1997
1997-04-01,14.483,0.965,Afghanistan,1997
1997-05-01,19.142,0.317,Afghanistan,1997
1997-06-01,25.913,0.298,Afghanistan,1997
1997-07-01,28.533,0.41,Afghanistan,1997
1997-08-01,26.241,0.522,Afghanistan,1997
1997-09-01,22.014,0.7829999999999999,Afghanistan,1997
1997-10-01,16.012999999999998,0.385,Afghanistan,1997
1997-11-01,7.921,0.404,Afghanistan,1997
1997-12-01,3.528,0.4270000000000001,Afghanistan,1997
1998-01-01,2.041,0.48,Afghanistan,1998
1998-02-01,2.7110000000000003,0.63,Afghanistan,1998
1998-03-01,8.360000000000001,0.495,Afghanistan,1998
1998-04-01,16.595,0.358,Afghanistan,1998
1998-05-01,20.524,0.368,Afghanistan,1998
1998-06-01,24.618,0.468,Afghanistan,1998
1998-07-01,27.896,0.315,Afghanistan,1998
1998-08-01,26.656,0.328,Afghanistan,1998
1998-09-01,21.761,0.541,Afghanistan,1998
1998-10-01,14.939,0.477,Afghanistan,1998
1998-11-01,9.698,0.5870000000000001,Afghanistan,1998
1998-12-01,5.791,0.61,Afghanistan,1998
1999-01-01,1.926,0.4,Afghanistan,1999
1999-02-01,6.497000000000001,0.866,Afghanistan,1999
1999-03-01,8.876000000000003,0.5529999999999999,Afghanistan,1999
1999-04-01,15.239,0.57,Afghanistan,1999
1999-05-01,21.186,0.468,Afghanistan,1999
1999-06-01,25.896,0.636,Afghanistan,1999
1999-07-01,27.38000000000001,0.347,Afghanistan,1999
1999-08-01,26.625,0.481,Afghanistan,1999
1999-09-01,21.901,0.358,Afghanistan,1999
1999-10-01,15.936,0.306,Afghanistan,1999
1999-11-01,8.932,0.337,Afghanistan,1999
1999-12-01,4.271,0.5539999999999999,Afghanistan,1999
2000-01-01,2.404,0.496,Afghanistan,2000
2000-02-01,3.155,0.529,Afghanistan,2000
2000-03-01,8.971,0.333,Afghanistan,2000
2000-04-01,18.44,0.522,Afghanistan,2000
2000-05-01,24.14,0.435,Afghanistan,2000
2000-06-01,25.451,0.487,Afghanistan,2000
2000-07-01,27.26,0.507,Afghanistan,2000
2000-08-01,26.416,0.377,Afghanistan,2000
2000-09-01,22.118,0.695,Afghanistan,2000
2000-10-01,15.272,0.44,Afghanistan,2000
2000-11-01,7.952000000000001,0.638,Afghanistan,2000
2000-12-01,4.3950000000000005,0.5489999999999999,Afghanistan,2000
2001-01-01,0.41,0.547,Afghanistan,2001
2001-02-01,4.210999999999999,0.434,Afghanistan,2001
2001-03-01,10.507,0.374,Afghanistan,2001
2001-04-01,17.23,0.5720000000000001,Afghanistan,2001
2001-05-01,24.108,0.789,Afghanistan,2001
2001-06-01,26.953000000000003,0.61,Afghanistan,2001
2001-07-01,27.772,0.501,Afghanistan,2001
2001-08-01,26.059,0.49,Afghanistan,2001
2001-09-01,21.241,0.443,Afghanistan,2001
2001-10-01,15.494000000000002,0.594,Afghanistan,2001
2001-11-01,9.815,0.496,Afghanistan,2001
2001-12-01,5.537000000000001,0.619,Afghanistan,2001
2002-01-01,2.42,0.609,Afghanistan,2002
2002-02-01,4.582,0.439,Afghanistan,2002
2002-03-01,11.085,0.479,Afghanistan,2002
2002-04-01,15.997,0.403,Afghanistan,2002
2002-05-01,21.918000000000003,0.315,Afghanistan,2002
2002-06-01,26.476,0.352,Afghanistan,2002
2002-07-01,27.41200000000001,0.369,Afghanistan,2002
2002-08-01,27.011000000000006,0.409,Afghanistan,2002
2002-09-01,21.055,0.27,Afghanistan,2002
2002-10-01,16.997,0.378,Afghanistan,2002
2002-11-01,9.369,0.185,Afghanistan,2002
2002-12-01,2.1300000000000003,1.134,Afghanistan,2002
2003-01-01,3.133,0.369,Afghanistan,2003
2003-02-01,4.854,0.6859999999999999,Afghanistan,2003
2003-03-01,9.036,0.357,Afghanistan,2003
2003-04-01,15.236999999999998,0.38,Afghanistan,2003
2003-05-01,19.064,0.383,Afghanistan,2003
2003-06-01,25.347,0.657,Afghanistan,2003
2003-07-01,27.94,0.423,Afghanistan,2003
2003-08-01,26.19,0.371,Afghanistan,2003
2003-09-01,21.399,0.459,Afghanistan,2003
2003-10-01,15.723,0.539,Afghanistan,2003
2003-11-01,7.776,0.365,Afghanistan,2003
2003-12-01,3.293,0.491,Afghanistan,2003
2004-01-01,3.756,0.363,Afghanistan,2004
2004-02-01,6.5600000000000005,0.4970000000000001,Afghanistan,2004
2004-03-01,11.972,0.708,Afghanistan,2004
2004-04-01,15.969,0.383,Afghanistan,2004
2004-05-01,21.942,0.638,Afghanistan,2004
2004-06-01,26.14,0.47,Afghanistan,2004
2004-07-01,27.193,0.458,Afghanistan,2004
2004-08-01,26.404000000000003,0.339,Afghanistan,2004
2004-09-01,21.741,0.411,Afghanistan,2004
2004-10-01,13.371,0.604,Afghanistan,2004
2004-11-01,10.859000000000002,0.259,Afghanistan,2004
2004-12-01,3.3440000000000003,0.66,Afghanistan,2004
2005-01-01,0.987,0.56,Afghanistan,2005
2005-02-01,1.822,0.564,Afghanistan,2005
2005-03-01,10.564,0.398,Afghanistan,2005
2005-04-01,15.157,0.301,Afghanistan,2005
2005-05-01,19.294,0.396,Afghanistan,2005
2005-06-01,25.745,0.6859999999999999,Afghanistan,2005
2005-07-01,28.021,0.6509999999999999,Afghanistan,2005
2005-08-01,25.897,0.58,Afghanistan,2005
2005-09-01,22.888,0.536,Afghanistan,2005
2005-10-01,15.880999999999998,0.594,Afghanistan,2005
2005-11-01,8.432,0.404,Afghanistan,2005
2005-12-01,5.072,0.6709999999999999,Afghanistan,2005
2006-01-01,-0.1659999999999999,0.436,Afghanistan,2006
2006-02-01,7.231,0.5870000000000001,Afghanistan,2006
2006-03-01,10.38,0.463,Afghanistan,2006
2006-04-01,15.446,0.422,Afghanistan,2006
2006-05-01,24.482,0.385,Afghanistan,2006
2006-06-01,26.104,0.373,Afghanistan,2006
2006-07-01,28.161,0.631,Afghanistan,2006
2006-08-01,26.174000000000003,0.279,Afghanistan,2006
2006-09-01,20.977,0.608,Afghanistan,2006
2006-10-01,17.814,0.6759999999999999,Afghanistan,2006
2006-11-01,9.408,0.333,Afghanistan,2006
2006-12-01,1.136,0.6659999999999999,Afghanistan,2006
2007-01-01,1.215,0.755,Afghanistan,2007
2007-02-01,4.9830000000000005,0.296,Afghanistan,2007
2007-03-01,8.8,0.377,Afghanistan,2007
2007-04-01,18.114,0.443,Afghanistan,2007
2007-05-01,21.952,0.402,Afghanistan,2007
2007-06-01,26.219,0.263,Afghanistan,2007
2007-07-01,27.365,0.365,Afghanistan,2007
2007-08-01,25.812,0.213,Afghanistan,2007
2007-09-01,21.217,0.333,Afghanistan,2007
2007-10-01,12.843,0.447,Afghanistan,2007
2007-11-01,10.312,0.284,Afghanistan,2007
2007-12-01,2.442,0.575,Afghanistan,2007
2008-01-01,-4.552999999999999,1.192,Afghanistan,2008
2008-02-01,1.3949999999999998,0.919,Afghanistan,2008
2008-03-01,13.505999999999998,0.29,Afghanistan,2008
2008-04-01,16.608999999999998,0.417,Afghanistan,2008
2008-05-01,23.153,0.512,Afghanistan,2008
2008-06-01,27.629,0.6,Afghanistan,2008
2008-07-01,28.409,0.345,Afghanistan,2008
2008-08-01,26.272,0.375,Afghanistan,2008
2008-09-01,21.966,0.5760000000000001,Afghanistan,2008
2008-10-01,16.153000000000002,0.276,Afghanistan,2008
2008-11-01,8.11,0.362,Afghanistan,2008
2008-12-01,3.949,0.344,Afghanistan,2008
2009-01-01,2.27,0.191,Afghanistan,2009
2009-02-01,5.9510000000000005,0.384,Afghanistan,2009
2009-03-01,11.294,0.327,Afghanistan,2009
2009-04-01,13.616,0.366,Afghanistan,2009
2009-05-01,21.742,0.465,Afghanistan,2009
2009-06-01,23.906,0.416,Afghanistan,2009
2009-07-01,28.145,0.357,Afghanistan,2009
2009-08-01,27.372,0.411,Afghanistan,2009
2009-09-01,22.164,0.128,Afghanistan,2009
2009-10-01,14.17,0.435,Afghanistan,2009
2009-11-01,8.583,0.219,Afghanistan,2009
2009-12-01,3.88,0.455,Afghanistan,2009
2010-01-01,4.292,0.314,Afghanistan,2010
2010-02-01,4.737,0.68,Afghanistan,2010
2010-03-01,12.901,0.274,Afghanistan,2010
2010-04-01,17.675,0.192,Afghanistan,2010
2010-05-01,22.099,0.296,Afghanistan,2010
2010-06-01,25.92,0.266,Afghanistan,2010
2010-07-01,27.81,0.229,Afghanistan,2010
2010-08-01,26.015,0.17,Afghanistan,2010
2010-09-01,20.482,0.305,Afghanistan,2010
2010-10-01,17.182000000000002,0.25,Afghanistan,2010
2010-11-01,8.232999999999999,0.317,Afghanistan,2010
2010-12-01,2.5980000000000003,0.188,Afghanistan,2010
2011-01-01,1.827,0.293,Afghanistan,2011
2011-02-01,3.077,0.425,Afghanistan,2011
2011-03-01,9.708,0.265,Afghanistan,2011
2011-04-01,16.476,0.277,Afghanistan,2011
2011-05-01,24.124,0.382,Afghanistan,2011
2011-06-01,27.823,0.341,Afghanistan,2011
2011-07-01,27.88000000000001,0.165,Afghanistan,2011
2011-08-01,27.497,0.373,Afghanistan,2011
2011-09-01,21.966,0.327,Afghanistan,2011
2011-10-01,15.572,0.214,Afghanistan,2011
2011-11-01,8.998,0.317,Afghanistan,2011
2011-12-01,1.2680000000000002,0.416,Afghanistan,2011
2012-01-01,-0.231,0.4320000000000001,Afghanistan,2012
2012-02-01,0.2349999999999999,0.378,Afghanistan,2012
2012-03-01,8.696000000000002,0.329,Afghanistan,2012
2012-04-01,16.32,0.385,Afghanistan,2012
2012-05-01,21.179,0.314,Afghanistan,2012
2012-06-01,25.267,0.429,Afghanistan,2012
2012-07-01,28.193,0.434,Afghanistan,2012
2012-08-01,26.549000000000003,0.328,Afghanistan,2012
2012-09-01,20.933000000000003,0.231,Afghanistan,2012
2012-10-01,15.031,0.36,Afghanistan,2012
2012-11-01,8.7,0.389,Afghanistan,2012
2012-12-01,2.907,0.377,Afghanistan,2012
2013-01-01,2.241,0.516,Afghanistan,2013
2013-02-01,4.253,0.955,Afghanistan,2013
2013-03-01,8.46,1.186,Afghanistan,2013
2013-04-01,14.845,0.398,Afghanistan,2013
2013-05-01,21.355,0.428,Afghanistan,2013
2013-06-01,26.879,0.43,Afghanistan,2013
2013-07-01,28.205,0.303,Afghanistan,2013
2013-08-01,26.031,0.347,Afghanistan,2013
2013-09-01,18.89903286384977,0.3216699362843729,Afghanistan,2013
1990-01-01,-5.759,0.457,Armenia,1990
1990-02-01,-2.251,0.406,Armenia,1990
1990-03-01,3.327,0.397,Armenia,1990
1990-04-01,8.035,0.23,Armenia,1990
1990-05-01,12.892,0.334,Armenia,1990
1990-06-01,18.526,0.18,Armenia,1990
1990-07-01,22.289,0.287,Armenia,1990
1990-08-01,20.586,0.374,Armenia,1990
1990-09-01,17.846,0.155,Armenia,1990
1990-10-01,10.49,0.308,Armenia,1990
1990-11-01,5.909,0.3670000000000001,Armenia,1990
1990-12-01,-0.7929999999999999,0.539,Armenia,1990
1991-01-01,-3.931000000000001,0.359,Armenia,1991
1991-02-01,-3.333,0.364,Armenia,1991
1991-03-01,3.087,0.232,Armenia,1991
1991-04-01,10.134,0.273,Armenia,1991
1991-05-01,12.569,0.321,Armenia,1991
1991-06-01,18.56,0.174,Armenia,1991
1991-07-01,22.221,0.334,Armenia,1991
1991-08-01,21.989,0.32,Armenia,1991
1991-09-01,17.204,0.213,Armenia,1991
1991-10-01,12.457,0.306,Armenia,1991
1991-11-01,4.279999999999999,0.171,Armenia,1991
1991-12-01,-2.766,0.21,Armenia,1991
1992-01-01,-6.466,0.598,Armenia,1992
1992-02-01,-4.557,0.282,Armenia,1992
1992-03-01,0.5670000000000002,0.5539999999999999,Armenia,1992
1992-04-01,7.548000000000001,0.463,Armenia,1992
1992-05-01,11.558,0.217,Armenia,1992
1992-06-01,16.660999999999998,0.348,Armenia,1992
1992-07-01,20.248,0.257,Armenia,1992
1992-08-01,19.728,0.304,Armenia,1992
1992-09-01,15.463,0.282,Armenia,1992
1992-10-01,10.527,0.259,Armenia,1992
1992-11-01,3.003,0.239,Armenia,1992
1992-12-01,-2.904,0.826,Armenia,1992
1993-01-01,-6.162999999999999,0.419,Armenia,1993
1993-02-01,-4.948,0.382,Armenia,1993
1993-03-01,1.4030000000000002,0.491,Armenia,1993
1993-04-01,7.803000000000001,0.341,Armenia,1993
1993-05-01,12.688,0.373,Armenia,1993
1993-06-01,17.237000000000002,0.293,Armenia,1993
1993-07-01,20.993,0.319,Armenia,1993
1993-08-01,20.745,0.261,Armenia,1993
1993-09-01,16.92,0.284,Armenia,1993
1993-10-01,9.836,0.391,Armenia,1993
1993-11-01,-0.6520000000000001,0.508,Armenia,1993
1993-12-01,-2.6260000000000003,0.662,Armenia,1993
1994-01-01,-2.333,0.411,Armenia,1994
1994-02-01,-3.802,0.33,Armenia,1994
1994-03-01,3.139,0.463,Armenia,1994
1994-04-01,10.733,0.469,Armenia,1994
1994-05-01,13.681,0.238,Armenia,1994
1994-06-01,17.285999999999998,0.313,Armenia,1994
1994-07-01,20.772,0.377,Armenia,1994
1994-08-01,20.847,0.3229999999999999,Armenia,1994
1994-09-01,17.586000000000002,0.238,Armenia,1994
1994-10-01,11.488,0.239,Armenia,1994
1994-11-01,4.198,0.361,Armenia,1994
1994-12-01,-5.34,0.55,Armenia,1994
1995-01-01,-2.2620000000000005,0.3,Armenia,1995
1995-02-01,-0.0509999999999997,0.281,Armenia,1995
1995-03-01,4.291,0.249,Armenia,1995
1995-04-01,9.518,0.4320000000000001,Armenia,1995
1995-05-01,15.072,0.287,Armenia,1995
1995-06-01,18.848,0.216,Armenia,1995
1995-07-01,21.485000000000007,0.235,Armenia,1995
1995-08-01,22.289,0.284,Armenia,1995
1995-09-01,17.346,0.276,Armenia,1995
1995-10-01,9.401,0.187,Armenia,1995
1995-11-01,4.79,0.333,Armenia,1995
1995-12-01,-2.021,0.373,Armenia,1995
1996-01-01,-3.3870000000000005,0.44,Armenia,1996
1996-02-01,-0.9859999999999998,0.314,Armenia,1996
1996-03-01,2.4360000000000004,0.387,Armenia,1996
1996-04-01,7.574000000000002,0.332,Armenia,1996
1996-05-01,15.592,0.193,Armenia,1996
1996-06-01,17.41,0.205,Armenia,1996
1996-07-01,22.685,0.129,Armenia,1996
1996-08-01,22.156,0.115,Armenia,1996
1996-09-01,17.061,0.338,Armenia,1996
1996-10-01,10.59,0.2,Armenia,1996
1996-11-01,4.157,0.348,Armenia,1996
1996-12-01,2.542,0.501,Armenia,1996
1997-01-01,-1.6880000000000006,0.7440000000000001,Armenia,1997
1997-02-01,-3.222,0.615,Armenia,1997
1997-03-01,0.3940000000000001,0.516,Armenia,1997
1997-04-01,8.529000000000002,0.166,Armenia,1997
1997-05-01,14.708,0.266,Armenia,1997
1997-06-01,18.688,0.189,Armenia,1997
1997-07-01,21.112,0.198,Armenia,1997
1997-08-01,22.467,0.347,Armenia,1997
1997-09-01,14.673000000000002,0.318,Armenia,1997
1997-10-01,12.218,0.297,Armenia,1997
1997-11-01,4.081,0.282,Armenia,1997
1997-12-01,-1.004,0.715,Armenia,1997
1998-01-01,-4.195,0.298,Armenia,1998
1998-02-01,-3.482,0.456,Armenia,1998
1998-03-01,3.502,0.467,Armenia,1998
1998-04-01,11.156,0.5479999999999999,Armenia,1998
1998-05-01,14.729,0.28,Armenia,1998
1998-06-01,20.925,0.319,Armenia,1998
1998-07-01,22.355,0.109,Armenia,1998
1998-08-01,22.832,0.244,Armenia,1998
1998-09-01,17.445,0.155,Armenia,1998
1998-10-01,11.965,0.1689999999999999,Armenia,1998
1998-11-01,6.811,0.275,Armenia,1998
1998-12-01,1.338,0.358,Armenia,1998
1999-01-01,-0.9980000000000008,0.375,Armenia,1999
1999-02-01,1.7319999999999998,0.509,Armenia,1999
1999-03-01,4.37,0.202,Armenia,1999
1999-04-01,9.158,0.356,Armenia,1999
1999-05-01,13.37,0.475,Armenia,1999
1999-06-01,18.673,0.321,Armenia,1999
1999-07-01,22.071,0.264,Armenia,1999
1999-08-01,23.763,0.449,Armenia,1999
1999-09-01,16.634,0.275,Armenia,1999
1999-10-01,11.198,0.206,Armenia,1999
1999-11-01,3.432,0.114,Armenia,1999
1999-12-01,0.5690000000000002,0.509,Armenia,1999
2000-01-01,-3.5820000000000003,0.487,Armenia,2000
2000-02-01,-1.889,0.687,Armenia,2000
2000-03-01,1.8640000000000003,0.655,Armenia,2000
2000-04-01,11.824000000000002,0.351,Armenia,2000
2000-05-01,13.528,0.13,Armenia,2000
2000-06-01,18.803,0.353,Armenia,2000
2000-07-01,24.66200000000001,0.306,Armenia,2000
2000-08-01,22.85,0.335,Armenia,2000
2000-09-01,17.865000000000006,0.297,Armenia,2000
2000-10-01,9.506,0.29,Armenia,2000
2000-11-01,3.807,0.197,Armenia,2000
2000-12-01,-0.2200000000000002,0.265,Armenia,2000
2001-01-01,-3.1990000000000003,0.273,Armenia,2001
2001-02-01,0.5950000000000002,0.491,Armenia,2001
2001-03-01,7.064,0.561,Armenia,2001
2001-04-01,10.455000000000002,0.449,Armenia,2001
2001-05-01,13.265,0.298,Armenia,2001
2001-06-01,19.47,0.387,Armenia,2001
2001-07-01,22.697000000000006,0.38,Armenia,2001
2001-08-01,22.932,0.141,Armenia,2001
2001-09-01,18.376,0.295,Armenia,2001
2001-10-01,10.086,0.188,Armenia,2001
2001-11-01,3.621,0.535,Armenia,2001
2001-12-01,-0.0410000000000001,0.452,Armenia,2001
2002-01-01,-4.2010000000000005,0.7020000000000001,Armenia,2002
2002-02-01,1.3119999999999998,0.637,Armenia,2002
2002-03-01,5.69,0.4320000000000001,Armenia,2002
2002-04-01,7.483,0.349,Armenia,2002
2002-05-01,12.443,0.19,Armenia,2002
2002-06-01,18.037,0.297,Armenia,2002
2002-07-01,22.214,0.382,Armenia,2002
2002-08-01,21.306,0.223,Armenia,2002
2002-09-01,18.923,0.4,Armenia,2002
2002-10-01,12.422,0.409,Armenia,2002
2002-11-01,5.593,0.394,Armenia,2002
2002-12-01,-5.9620000000000015,0.86,Armenia,2002
2003-01-01,-2.205,0.552,Armenia,2003
2003-02-01,-1.5699999999999998,0.269,Armenia,2003
2003-03-01,0.3290000000000002,0.268,Armenia,2003
2003-04-01,7.484000000000001,0.439,Armenia,2003
2003-05-01,14.823,0.283,Armenia,2003
2003-06-01,17.401999999999994,0.168,Armenia,2003
2003-07-01,21.494,0.254,Armenia,2003
2003-08-01,22.565,0.411,Armenia,2003
2003-09-01,16.768,0.287,Armenia,2003
2003-10-01,12.894,0.457,Armenia,2003
2003-11-01,4.084,0.165,Armenia,2003
2003-12-01,-0.991,0.33,Armenia,2003
2004-01-01,-1.7990000000000004,0.349,Armenia,2004
2004-02-01,0.0340000000000002,0.426,Armenia,2004
2004-03-01,5.166,0.346,Armenia,2004
2004-04-01,7.944000000000001,0.296,Armenia,2004
2004-05-01,13.577,0.291,Armenia,2004
2004-06-01,18.645,0.302,Armenia,2004
2004-07-01,20.798,0.195,Armenia,2004
2004-08-01,23.012,0.287,Armenia,2004
2004-09-01,17.632,0.228,Armenia,2004
2004-10-01,11.433,0.234,Armenia,2004
2004-11-01,4.542999999999998,0.417,Armenia,2004
2004-12-01,-4.343,0.667,Armenia,2004
2005-01-01,-4.206,0.3670000000000001,Armenia,2005
2005-02-01,-3.321,0.319,Armenia,2005
2005-03-01,2.7880000000000003,0.284,Armenia,2005
2005-04-01,10.032,0.569,Armenia,2005
2005-05-01,14.285,0.31,Armenia,2005
2005-06-01,17.723,0.261,Armenia,2005
2005-07-01,23.47600000000001,0.481,Armenia,2005
2005-08-01,22.649,0.433,Armenia,2005
2005-09-01,17.586000000000002,0.376,Armenia,2005
2005-10-01,10.424,0.259,Armenia,2005
2005-11-01,4.515,0.369,Armenia,2005
2005-12-01,0.8739999999999999,0.361,Armenia,2005
2006-01-01,-5.34,0.44,Armenia,2006
2006-02-01,-1.6929999999999998,0.49,Armenia,2006
2006-03-01,4.863,0.338,Armenia,2006
2006-04-01,9.841,0.298,Armenia,2006
2006-05-01,14.616,0.293,Armenia,2006
2006-06-01,21.928,0.217,Armenia,2006
2006-07-01,21.551,0.256,Armenia,2006
2006-08-01,25.291,0.254,Armenia,2006
2006-09-01,17.930999999999997,0.296,Armenia,2006
2006-10-01,12.034,0.3229999999999999,Armenia,2006
2006-11-01,3.482,0.311,Armenia,2006
2006-12-01,-3.862,0.512,Armenia,2006
2007-01-01,-5.008,0.911,Armenia,2007
2007-02-01,-2.222,0.445,Armenia,2007
2007-03-01,2.7,0.493,Armenia,2007
2007-04-01,6.363000000000001,0.257,Armenia,2007
2007-05-01,15.882,0.153,Armenia,2007
2007-06-01,19.089,0.39,Armenia,2007
2007-07-01,21.469,0.276,Armenia,2007
2007-08-01,22.549,0.121,Armenia,2007
2007-09-01,19.543,0.341,Armenia,2007
2007-10-01,12.458,0.294,Armenia,2007
2007-11-01,3.526,0.295,Armenia,2007
2007-12-01,-1.926,0.534,Armenia,2007
2008-01-01,-9.116,0.611,Armenia,2008
2008-02-01,-4.178999999999999,0.59,Armenia,2008
2008-03-01,7.888,0.31,Armenia,2008
2008-04-01,12.536,0.206,Armenia,2008
2008-05-01,13.118,0.315,Armenia,2008
2008-06-01,18.236,0.236,Armenia,2008
2008-07-01,22.634,0.217,Armenia,2008
2008-08-01,23.415,0.295,Armenia,2008
2008-09-01,18.081,0.33,Armenia,2008
2008-10-01,11.231,0.328,Armenia,2008
2008-11-01,4.931,0.295,Armenia,2008
2008-12-01,-2.294,0.405,Armenia,2008
2009-01-01,-4.766,0.772,Armenia,2009
2009-02-01,1.399,0.487,Armenia,2009
2009-03-01,3.986,0.281,Armenia,2009
2009-04-01,7.000000000000001,0.373,Armenia,2009
2009-05-01,14.335,0.251,Armenia,2009
2009-06-01,18.908,0.359,Armenia,2009
2009-07-01,22.095,0.4370000000000001,Armenia,2009
2009-08-01,19.82,0.202,Armenia,2009
2009-09-01,15.864,0.329,Armenia,2009
2009-10-01,12.55,0.257,Armenia,2009
2009-11-01,5.435,0.268,Armenia,2009
2009-12-01,1.479,0.513,Armenia,2009
2010-01-01,0.0619999999999993,0.59,Armenia,2010
2010-02-01,0.943,0.585,Armenia,2010
2010-03-01,5.365,0.32,Armenia,2010
2010-04-01,8.735000000000001,0.176,Armenia,2010
2010-05-01,14.15,0.314,Armenia,2010
2010-06-01,21.155,0.449,Armenia,2010
2010-07-01,24.192,0.374,Armenia,2010
2010-08-01,23.585,0.314,Armenia,2010
2010-09-01,19.912,0.253,Armenia,2010
2010-10-01,12.025,0.314,Armenia,2010
2010-11-01,5.678,0.705,Armenia,2010
2010-12-01,2.3119999999999994,0.795,Armenia,2010
2011-01-01,-2.1040000000000005,0.654,Armenia,2011
2011-02-01,-2.614,0.474,Armenia,2011
2011-03-01,3.184,0.397,Armenia,2011
2011-04-01,8.344000000000001,0.224,Armenia,2011
2011-05-01,13.947,0.234,Armenia,2011
2011-06-01,19.159,0.307,Armenia,2011
2011-07-01,23.91,0.344,Armenia,2011
2011-08-01,21.711,0.197,Armenia,2011
2011-09-01,17.069000000000006,0.315,Armenia,2011
2011-10-01,9.864,0.348,Armenia,2011
2011-11-01,-0.1460000000000008,0.402,Armenia,2011
