,dt,AverageTemperature,AverageTemperatureUncertainty,Country,Year
6685,2000-11-01,12.815,0.32,Nepal,2000
6686,2000-12-01,8.195,0.412,Nepal,2000
6687,2001-01-01,6.428000000000001,0.534,Nepal,2001
6688,2001-02-01,9.928,0.454,Nepal,2001
6689,2001-03-01,12.732,0.515,Nepal,2001
6690,2001-04-01,17.192999999999998,0.363,Nepal,2001
6691,2001-05-01,19.831000000000003,0.401,Nepal,2001
6692,2001-06-01,20.707,0.499,Nepal,2001
6693,2001-07-01,21.252,0.226,Nepal,2001
6694,2001-08-01,21.187,0.266,Nepal,2001
6695,2001-09-01,20.306,0.324,Nepal,2001
6696,2001-10-01,17.198,0.246,Nepal,2001
6697,2001-11-01,12.591,0.344,Nepal,2001
6698,2001-12-01,7.73,0.356,Nepal,2001
6699,2002-01-01,5.9140000000000015,0.235,Nepal,2002
6700,2002-02-01,9.155,0.353,Nepal,2002
6701,2002-03-01,13.338,0.425,Nepal,2002
6702,2002-04-01,17.789,0.338,Nepal,2002
6703,2002-05-01,20.203000000000007,0.363,Nepal,2002
6704,2002-06-01,22.03,0.198,Nepal,2002
6705,2002-07-01,22.191,0.424,Nepal,2002
6706,2002-08-01,21.06900000000001,0.327,Nepal,2002
6707,2002-09-01,18.917,0.345,Nepal,2002
6708,2002-10-01,16.385,0.331,Nepal,2002
6709,2002-11-01,12.213,0.386,Nepal,2002
6710,2002-12-01,8.58,0.5920000000000001,Nepal,2002
6711,2003-01-01,5.617999999999999,0.473,Nepal,2003
6712,2003-02-01,8.699,0.247,Nepal,2003
6713,2003-03-01,12.836,0.417,Nepal,2003
6714,2003-04-01,18.176,0.433,Nepal,2003
6715,2003-05-01,20.185,0.823,Nepal,2003
6716,2003-06-01,21.99,0.207,Nepal,2003
6717,2003-07-01,21.163,0.401,Nepal,2003
6718,2003-08-01,21.196,0.311,Nepal,2003
6719,2003-09-01,19.621,0.247,Nepal,2003
6720,2003-10-01,16.534000000000002,0.516,Nepal,2003
6721,2003-11-01,12.31,0.363,Nepal,2003
6722,2003-12-01,7.315,0.26,Nepal,2003
6723,2004-01-01,5.405,0.327,Nepal,2004
6724,2004-02-01,8.805,0.536,Nepal,2004
6725,2004-03-01,15.389,0.394,Nepal,2004
6726,2004-04-01,18.095,0.386,Nepal,2004
6727,2004-05-01,20.798,0.411,Nepal,2004
6728,2004-06-01,20.775,0.429,Nepal,2004
6729,2004-07-01,20.738000000000003,0.393,Nepal,2004
6730,2004-08-01,21.103,0.304,Nepal,2004
6731,2004-09-01,20.454,0.347,Nepal,2004
6732,2004-10-01,15.538,0.279,Nepal,2004
6733,2004-11-01,11.04,0.296,Nepal,2004
6734,2004-12-01,8.482000000000001,0.5529999999999999,Nepal,2004
6735,2005-01-01,6.537000000000001,0.645,Nepal,2005
6736,2005-02-01,9.475,0.371,Nepal,2005
6737,2005-03-01,14.316,0.334,Nepal,2005
6738,2005-04-01,17.504,0.383,Nepal,2005
6739,2005-05-01,19.594,0.226,Nepal,2005
6740,2005-06-01,22.715,0.353,Nepal,2005
6741,2005-07-01,20.813,0.447,Nepal,2005
6742,2005-08-01,21.298,0.327,Nepal,2005
6743,2005-09-01,20.378,0.232,Nepal,2005
6744,2005-10-01,16.09,0.254,Nepal,2005
6745,2005-11-01,11.359000000000002,0.382,Nepal,2005
6746,2005-12-01,7.315,0.361,Nepal,2005
6747,2006-01-01,7.896000000000001,0.531,Nepal,2006
6748,2006-02-01,12.283,0.396,Nepal,2006
6749,2006-03-01,13.130999999999998,0.272,Nepal,2006
6750,2006-04-01,17.62,0.46,Nepal,2006
6751,2006-05-01,20.363,0.428,Nepal,2006
6752,2006-06-01,21.383000000000003,0.416,Nepal,2006
6753,2006-07-01,21.587,0.374,Nepal,2006
6754,2006-08-01,21.107000000000006,0.24,Nepal,2006
6755,2006-09-01,20.056,0.294,Nepal,2006
6756,2006-10-01,16.614,0.31,Nepal,2006
6757,2006-11-01,12.29,0.363,Nepal,2006
6758,2006-12-01,8.342,0.512,Nepal,2006
6759,2007-01-01,6.735,0.688,Nepal,2007
6760,2007-02-01,8.166,0.465,Nepal,2007
6761,2007-03-01,12.863,0.419,Nepal,2007
6762,2007-04-01,18.343,0.227,Nepal,2007
6763,2007-05-01,20.409,0.382,Nepal,2007
6764,2007-06-01,21.961,0.205,Nepal,2007
6765,2007-07-01,21.003,0.475,Nepal,2007
6766,2007-08-01,21.214,0.244,Nepal,2007
6767,2007-09-01,20.048,0.268,Nepal,2007
6768,2007-10-01,17.061,0.317,Nepal,2007
6769,2007-11-01,12.154000000000002,0.276,Nepal,2007
6770,2007-12-01,7.928,0.561,Nepal,2007
6771,2008-01-01,7.075,0.5,Nepal,2008
6772,2008-02-01,7.466,0.858,Nepal,2008
6773,2008-03-01,13.81,0.429,Nepal,2008
6774,2008-04-01,17.274,0.6659999999999999,Nepal,2008
6775,2008-05-01,19.914,0.25,Nepal,2008
6776,2008-06-01,20.398,0.674,Nepal,2008
6777,2008-07-01,20.56,0.465,Nepal,2008
6778,2008-08-01,20.686,0.284,Nepal,2008
6779,2008-09-01,19.986,0.247,Nepal,2008
6780,2008-10-01,16.405,0.517,Nepal,2008
6781,2008-11-01,12.386,0.398,Nepal,2008
6782,2008-12-01,8.949,0.354,Nepal,2008
6783,2009-01-01,7.806000000000001,0.452,Nepal,2009
6784,2009-02-01,10.458,0.407,Nepal,2009
6785,2009-03-01,13.879,0.403,Nepal,2009
6786,2009-04-01,18.6,0.295,Nepal,2009
6787,2009-05-01,19.727,0.299,Nepal,2009
6788,2009-06-01,22.433000000000003,0.42,Nepal,2009
6789,2009-07-01,22.043000000000003,0.33,Nepal,2009
6790,2009-08-01,21.508000000000006,0.241,Nepal,2009
6791,2009-09-01,20.056,0.236,Nepal,2009
6792,2009-10-01,16.298000000000002,0.49,Nepal,2009
6793,2009-11-01,12.049,0.496,Nepal,2009
6794,2009-12-01,8.067,0.514,Nepal,2009
6795,2010-01-01,5.492000000000001,0.997,Nepal,2010
6796,2010-02-01,9.335,0.295,Nepal,2010
6797,2010-03-01,15.698,0.359,Nepal,2010
6798,2010-04-01,19.688,0.504,Nepal,2010
6799,2010-05-01,20.74,0.443,Nepal,2010
6800,2010-06-01,22.484,0.15,Nepal,2010
6801,2010-07-01,21.651,0.295,Nepal,2010
6802,2010-08-01,21.228,0.315,Nepal,2010
6803,2010-09-01,19.9,0.362,Nepal,2010
6804,2010-10-01,16.869,0.376,Nepal,2010
6805,2010-11-01,12.936,0.359,Nepal,2010
6806,2010-12-01,7.347,0.481,Nepal,2010
6807,2011-01-01,5.354,0.573,Nepal,2011
6808,2011-02-01,9.015,0.449,Nepal,2011
6809,2011-03-01,13.413,0.557,Nepal,2011
6810,2011-04-01,16.627000000000002,0.296,Nepal,2011
6811,2011-05-01,20.141,0.408,Nepal,2011
6812,2011-06-01,20.84,0.426,Nepal,2011
6813,2011-07-01,20.979,0.398,Nepal,2011
6814,2011-08-01,20.678,0.49,Nepal,2011
6815,2011-09-01,19.928,0.239,Nepal,2011
6816,2011-10-01,16.295,0.623,Nepal,2011
6817,2011-11-01,12.428,0.449,Nepal,2011
6818,2011-12-01,7.67,0.8270000000000001,Nepal,2011
6819,2012-01-01,5.207999999999999,0.588,Nepal,2012
6820,2012-02-01,8.964,0.46,Nepal,2012
6821,2012-03-01,13.124,0.403,Nepal,2012
6822,2012-04-01,17.26,0.477,Nepal,2012
6823,2012-05-01,21.106,0.417,Nepal,2012
6824,2012-06-01,23.44,0.481,Nepal,2012
6825,2012-07-01,20.975,0.7390000000000001,Nepal,2012
6826,2012-08-01,21.051,0.458,Nepal,2012
6827,2012-09-01,19.966,0.459,Nepal,2012
6828,2012-10-01,15.500000000000002,0.477,Nepal,2012
6829,2012-11-01,10.748,0.494,Nepal,2012
6830,2012-12-01,7.696000000000001,0.444,Nepal,2012
6831,2013-01-01,4.628,0.7509999999999999,Nepal,2013
6832,2013-02-01,8.357000000000001,0.8390000000000001,Nepal,2013
6833,2013-03-01,13.114,0.569,Nepal,2013
6834,2013-04-01,16.893,0.423,Nepal,2013
6835,2013-05-01,20.69100000000001,0.446,Nepal,2013
6836,2013-06-01,21.375,0.452,Nepal,2013
6837,2013-07-01,21.367,0.3,Nepal,2013
6838,2013-08-01,21.185,0.442,Nepal,2013
6839,2013-09-01,18.89903286384977,0.3216699362843729,Nepal,2013
6840,1990-01-01,-9.671,0.438,North Korea,1990
6841,1990-02-01,-2.8910000000000013,0.37,North Korea,1990
6842,1990-03-01,3.2339999999999995,0.324,North Korea,1990
6843,1990-04-01,7.258999999999999,0.177,North Korea,1990
6844,1990-05-01,12.867,0.268,North Korea,1990
6845,1990-06-01,17.697,0.297,North Korea,1990
6846,1990-07-01,21.126,0.218,North Korea,1990
6847,1990-08-01,22.27,0.294,North Korea,1990
6848,1990-09-01,16.438000000000002,0.154,North Korea,1990
6849,1990-10-01,10.32,0.229,North Korea,1990
6850,1990-11-01,4.421,0.226,North Korea,1990
6851,1990-12-01,-4.921,0.309,North Korea,1990
6852,1991-01-01,-8.836,0.143,North Korea,1991
6853,1991-02-01,-6.001,0.254,North Korea,1991
6854,1991-03-01,-0.1079999999999999,0.268,North Korea,1991
6855,1991-04-01,7.909,0.129,North Korea,1991
6856,1991-05-01,13.447,0.266,North Korea,1991
6857,1991-06-01,18.564,0.22,North Korea,1991
6858,1991-07-01,21.011,0.277,North Korea,1991
6859,1991-08-01,21.759,0.255,North Korea,1991
6860,1991-09-01,16.704,0.252,North Korea,1991
6861,1991-10-01,8.912,0.173,North Korea,1991
6862,1991-11-01,1.541,0.176,North Korea,1991
6863,1991-12-01,-4.458,0.409,North Korea,1991
6864,1992-01-01,-6.6610000000000005,0.28,North Korea,1992
6865,1992-02-01,-4.964,0.23,North Korea,1992
6866,1992-03-01,1.869,0.175,North Korea,1992
6867,1992-04-01,7.883999999999999,0.148,North Korea,1992
6868,1992-05-01,12.976,0.218,North Korea,1992
6869,1992-06-01,16.296999999999993,0.264,North Korea,1992
6870,1992-07-01,21.581,0.513,North Korea,1992
6871,1992-08-01,20.874,0.24,North Korea,1992
6872,1992-09-01,15.858000000000002,0.278,North Korea,1992
6873,1992-10-01,8.967,0.143,North Korea,1992
6874,1992-11-01,1.218,0.251,North Korea,1992
6875,1992-12-01,-4.671,0.301,North Korea,1992
6876,1993-01-01,-8.064,0.316,North Korea,1993
6877,1993-02-01,-4.07,0.226,North Korea,1993
6878,1993-03-01,1.429,0.245,North Korea,1993
6879,1993-04-01,6.643,0.23,North Korea,1993
6880,1993-05-01,13.783,0.322,North Korea,1993
6881,1993-06-01,16.860999999999994,0.236,North Korea,1993
6882,1993-07-01,19.64,0.1689999999999999,North Korea,1993
6883,1993-08-01,19.765,0.178,North Korea,1993
6884,1993-09-01,16.567999999999998,0.231,North Korea,1993
6885,1993-10-01,8.267000000000001,0.249,North Korea,1993
6886,1993-11-01,2.681,0.197,North Korea,1993
6887,1993-12-01,-6.214,0.184,North Korea,1993
6888,1994-01-01,-8.003,0.353,North Korea,1994
6889,1994-02-01,-5.166,0.232,North Korea,1994
6890,1994-03-01,-0.7989999999999999,0.212,North Korea,1994
6891,1994-04-01,9.603,0.188,North Korea,1994
6892,1994-05-01,13.29,0.286,North Korea,1994
6893,1994-06-01,18.59,0.224,North Korea,1994
6894,1994-07-01,23.952,0.241,North Korea,1994
6895,1994-08-01,23.225,0.118,North Korea,1994
6896,1994-09-01,16.53,0.213,North Korea,1994
6897,1994-10-01,9.985,0.092,North Korea,1994
6898,1994-11-01,3.411,0.212,North Korea,1994
6899,1994-12-01,-5.3130000000000015,0.315,North Korea,1994
6900,1995-01-01,-7.53,0.228,North Korea,1995
6901,1995-02-01,-4.16,0.275,North Korea,1995
6902,1995-03-01,0.951,0.204,North Korea,1995
6903,1995-04-01,6.848999999999998,0.349,North Korea,1995
6904,1995-05-01,12.322,0.244,North Korea,1995
6905,1995-06-01,16.948999999999998,0.208,North Korea,1995
6906,1995-07-01,21.112,0.262,North Korea,1995
6907,1995-08-01,22.008000000000003,0.295,North Korea,1995
6908,1995-09-01,15.662,0.248,North Korea,1995
6909,1995-10-01,10.510000000000002,0.11,North Korea,1995
6910,1995-11-01,1.358,0.194,North Korea,1995
6911,1995-12-01,-5.8820000000000014,0.27,North Korea,1995
6912,1996-01-01,-8.56,0.296,North Korea,1996
6913,1996-02-01,-6.325,0.195,North Korea,1996
6914,1996-03-01,-0.027,0.194,North Korea,1996
6915,1996-04-01,6.627000000000001,0.365,North Korea,1996
6916,1996-05-01,13.419,0.294,North Korea,1996
6917,1996-06-01,18.005,0.215,North Korea,1996
6918,1996-07-01,20.374,0.243,North Korea,1996
6919,1996-08-01,21.104,0.216,North Korea,1996
6920,1996-09-01,16.987000000000002,0.181,North Korea,1996
6921,1996-10-01,9.327000000000002,0.215,North Korea,1996
6922,1996-11-01,0.4829999999999999,0.178,North Korea,1996
6923,1996-12-01,-4.221,0.166,North Korea,1996
6924,1997-01-01,-9.595,0.296,North Korea,1997
6925,1997-02-01,-4.816000000000002,0.175,North Korea,1997
6926,1997-03-01,1.802,0.288,North Korea,1997
6927,1997-04-01,8.443999999999999,0.145,North Korea,1997
6928,1997-05-01,12.865,0.284,North Korea,1997
6929,1997-06-01,18.607,0.267,North Korea,1997
6930,1997-07-01,23.247,0.286,North Korea,1997
6931,1997-08-01,22.587,0.204,North Korea,1997
6932,1997-09-01,15.160000000000002,0.203,North Korea,1997
6933,1997-10-01,8.105,0.173,North Korea,1997
6934,1997-11-01,2.939,0.284,North Korea,1997
6935,1997-12-01,-4.901000000000002,0.471,North Korea,1997
6936,1998-01-01,-8.492,0.373,North Korea,1998
6937,1998-02-01,-2.2860000000000005,0.664,North Korea,1998
6938,1998-03-01,2.988,0.189,North Korea,1998
6939,1998-04-01,10.976,0.453,North Korea,1998
6940,1998-05-01,14.963,0.268,North Korea,1998
6941,1998-06-01,17.77,0.25,North Korea,1998
6942,1998-07-01,20.967,0.118,North Korea,1998
6943,1998-08-01,21.052,0.136,North Korea,1998
6944,1998-09-01,18.176,0.224,North Korea,1998
6945,1998-10-01,12.222,0.12,North Korea,1998
6946,1998-11-01,1.2939999999999998,0.321,North Korea,1998
6947,1998-12-01,-4.614000000000001,0.205,North Korea,1998
6948,1999-01-01,-6.895,0.225,North Korea,1999
6949,1999-02-01,-4.477,0.159,North Korea,1999
6950,1999-03-01,0.6479999999999999,0.218,North Korea,1999
6951,1999-04-01,8.533,0.305,North Korea,1999
6952,1999-05-01,13.533,0.303,North Korea,1999
6953,1999-06-01,18.912,0.219,North Korea,1999
6954,1999-07-01,22.428,0.259,North Korea,1999
6955,1999-08-01,22.186,0.194,North Korea,1999
6956,1999-09-01,18.034,0.243,North Korea,1999
6957,1999-10-01,9.539,0.17,North Korea,1999
6958,1999-11-01,2.229,0.184,North Korea,1999
6959,1999-12-01,-5.3020000000000005,0.251,North Korea,1999
6960,2000-01-01,-9.723,0.366,North Korea,2000
6961,2000-02-01,-7.505000000000001,0.221,North Korea,2000
6962,2000-03-01,1.241,0.246,North Korea,2000
6963,2000-04-01,7.308,0.195,North Korea,2000
6964,2000-05-01,13.550999999999998,0.389,North Korea,2000
6965,2000-06-01,19.528,0.232,North Korea,2000
6966,2000-07-01,22.919,0.378,North Korea,2000
6967,2000-08-01,22.8,0.273,North Korea,2000
6968,2000-09-01,16.496000000000002,0.213,North Korea,2000
6969,2000-10-01,9.263000000000002,0.154,North Korea,2000
6970,2000-11-01,0.5259999999999998,0.138,North Korea,2000
6971,2000-12-01,-6.104,0.298,North Korea,2000
6972,2001-01-01,-11.379,0.36,North Korea,2001
6973,2001-02-01,-6.457000000000002,0.396,North Korea,2001
6974,2001-03-01,-0.082,0.165,North Korea,2001
6975,2001-04-01,8.82,0.138,North Korea,2001
6976,2001-05-01,15.002,0.33,North Korea,2001
6977,2001-06-01,19.146,0.275,North Korea,2001
6978,2001-07-01,22.438,0.333,North Korea,2001
6979,2001-08-01,21.815,0.102,North Korea,2001
6980,2001-09-01,17.214000000000002,0.219,North Korea,2001
6981,2001-10-01,11.432,0.102,North Korea,2001
6982,2001-11-01,1.902,0.234,North Korea,2001
6983,2001-12-01,-7.126,0.286,North Korea,2001
6984,2002-01-01,-6.126,0.526,North Korea,2002
6985,2002-02-01,-2.545000000000001,0.375,North Korea,2002
6986,2002-03-01,3.505,0.327,North Korea,2002
6987,2002-04-01,9.16,0.21,North Korea,2002
6988,2002-05-01,14.747,0.151,North Korea,2002
6989,2002-06-01,17.955,0.236,North Korea,2002
6990,2002-07-01,21.406,0.31,North Korea,2002
6991,2002-08-01,20.913,0.194,North Korea,2002
6992,2002-09-01,16.796000000000006,0.139,North Korea,2002
6993,2002-10-01,7.727,0.221,North Korea,2002
6994,2002-11-01,-2.0540000000000003,0.135,North Korea,2002
6995,2002-12-01,-6.375,0.212,North Korea,2002
6996,2003-01-01,-9.171,0.296,North Korea,2003
6997,2003-02-01,-3.3310000000000004,0.29,North Korea,2003
6998,2003-03-01,1.285,0.201,North Korea,2003
6999,2003-04-01,8.979,0.205,North Korea,2003
7000,2003-05-01,14.623,0.431,North Korea,2003
7001,2003-06-01,18.536,0.406,North Korea,2003
7002,2003-07-01,20.343,0.216,North Korea,2003
7003,2003-08-01,20.76,0.355,North Korea,2003
7004,2003-09-01,17.076,0.266,North Korea,2003
7005,2003-10-01,9.322,0.229,North Korea,2003
7006,2003-11-01,3.002,0.324,North Korea,2003
7007,2003-12-01,-4.772,0.242,North Korea,2003
7008,2004-01-01,-7.749,0.239,North Korea,2004
7009,2004-02-01,-2.995000000000001,0.285,North Korea,2004
7010,2004-03-01,0.9000000000000001,0.229,North Korea,2004
7011,2004-04-01,9.09,0.259,North Korea,2004
7012,2004-05-01,13.893,0.244,North Korea,2004
7013,2004-06-01,19.727,0.385,North Korea,2004
7014,2004-07-01,21.215,0.239,North Korea,2004
7015,2004-08-01,21.477,0.25,North Korea,2004
7016,2004-09-01,17.195999999999998,0.138,North Korea,2004
7017,2004-10-01,9.916,0.243,North Korea,2004
7018,2004-11-01,3.841,0.179,North Korea,2004
7019,2004-12-01,-5.183000000000002,0.251,North Korea,2004
7020,2005-01-01,-8.572000000000001,0.252,North Korea,2005
7021,2005-02-01,-7.891,0.263,North Korea,2005
7022,2005-03-01,-0.752,0.199,North Korea,2005
7023,2005-04-01,8.683,0.209,North Korea,2005
7024,2005-05-01,12.542,0.247,North Korea,2005
7025,2005-06-01,18.642,0.297,North Korea,2005
7026,2005-07-01,21.879,0.304,North Korea,2005
7027,2005-08-01,22.166,0.249,North Korea,2005
7028,2005-09-01,17.590000000000003,0.123,North Korea,2005
7029,2005-10-01,9.932,0.292,North Korea,2005
7030,2005-11-01,3.153,0.234,North Korea,2005
7031,2005-12-01,-9.67,0.209,North Korea,2005
7032,2006-01-01,-8.002,0.303,North Korea,2006
7033,2006-02-01,-5.832999999999999,0.256,North Korea,2006
7034,2006-03-01,0.54,0.235,North Korea,2006
7035,2006-04-01,6.117999999999999,0.151,North Korea,2006
7036,2006-05-01,14.202,0.255,North Korea,2006
7037,2006-06-01,17.448,0.253,North Korea,2006
7038,2006-07-01,20.787,0.223,North Korea,2006
7039,2006-08-01,23.225,0.211,North Korea,2006
7040,2006-09-01,16.741000000000003,0.182,North Korea,2006
7041,2006-10-01,12.108,0.166,North Korea,2006
7042,2006-11-01,2.631,0.234,North Korea,2006
7043,2006-12-01,-4.681,0.298,North Korea,2006
7044,2007-01-01,-6.322,0.343,North Korea,2007
7045,2007-02-01,-1.3229999999999995,0.248,North Korea,2007
7046,2007-03-01,1.015,0.225,North Korea,2007
7047,2007-04-01,7.169,0.17,North Korea,2007
7048,2007-05-01,14.025,0.236,North Korea,2007
7049,2007-06-01,19.59,0.289,North Korea,2007
7050,2007-07-01,20.704,0.259,North Korea,2007
7051,2007-08-01,22.26,0.158,North Korea,2007
7052,2007-09-01,17.585,0.216,North Korea,2007
7053,2007-10-01,10.005,0.093,North Korea,2007
7054,2007-11-01,1.5339999999999998,0.176,North Korea,2007
7055,2007-12-01,-4.1080000000000005,0.261,North Korea,2007
7056,2008-01-01,-8.385,0.308,North Korea,2008
7057,2008-02-01,-5.91,0.215,North Korea,2008
7058,2008-03-01,3.09,0.251,North Korea,2008
7059,2008-04-01,9.839,0.2,North Korea,2008
7060,2008-05-01,13.601,0.307,North Korea,2008
7061,2008-06-01,18.138,0.308,North Korea,2008
7062,2008-07-01,22.237,0.293,North Korea,2008
7063,2008-08-01,21.672,0.252,North Korea,2008
7064,2008-09-01,17.354000000000006,0.208,North Korea,2008
7065,2008-10-01,11.134,0.117,North Korea,2008
7066,2008-11-01,1.954,0.234,North Korea,2008
7067,2008-12-01,-5.125,0.296,North Korea,2008
7068,2009-01-01,-7.749,0.277,North Korea,2009
7069,2009-02-01,-3.0680000000000005,0.322,North Korea,2009
7070,2009-03-01,0.919,0.087,North Korea,2009
7071,2009-04-01,8.245999999999999,0.412,North Korea,2009
7072,2009-05-01,15.389,0.296,North Korea,2009
7073,2009-06-01,17.363,0.325,North Korea,2009
7074,2009-07-01,20.149,0.336,North Korea,2009
7075,2009-08-01,21.516,0.305,North Korea,2009
7076,2009-09-01,16.775000000000002,0.217,North Korea,2009
7077,2009-10-01,10.288,0.155,North Korea,2009
7078,2009-11-01,0.69,0.369,North Korea,2009
7079,2009-12-01,-7.041,0.197,North Korea,2009
7080,2010-01-01,-9.561,0.222,North Korea,2010
7081,2010-02-01,-5.274000000000001,0.349,North Korea,2010
7082,2010-03-01,-1.178,0.195,North Korea,2010
7083,2010-04-01,5.087,0.211,North Korea,2010
7084,2010-05-01,13.677,0.416,North Korea,2010
7085,2010-06-01,19.681,0.336,North Korea,2010
7086,2010-07-01,22.183000000000003,0.308,North Korea,2010
7087,2010-08-01,22.65,0.318,North Korea,2010
7088,2010-09-01,17.212000000000003,0.119,North Korea,2010
7089,2010-10-01,9.234,0.157,North Korea,2010
7090,2010-11-01,1.365,0.149,North Korea,2010
7091,2010-12-01,-6.7330000000000005,0.376,North Korea,2010
7092,2011-01-01,-11.841,0.299,North Korea,2011
7093,2011-02-01,-4.3050000000000015,0.298,North Korea,2011
7094,2011-03-01,0.002,0.265,North Korea,2011
7095,2011-04-01,7.044,0.157,North Korea,2011
7096,2011-05-01,13.186,0.316,North Korea,2011
7097,2011-06-01,17.735,0.404,North Korea,2011
7098,2011-07-01,21.695,0.262,North Korea,2011
7099,2011-08-01,22.067,0.145,North Korea,2011
7100,2011-09-01,16.441000000000006,0.198,North Korea,2011
7101,2011-10-01,9.553,0.22,North Korea,2011
7102,2011-11-01,3.925,0.395,North Korea,2011
7103,2011-12-01,-7.018000000000002,0.443,North Korea,2011
7104,2012-01-01,-9.709,0.393,North Korea,2012
7105,2012-02-01,-7.607,0.176,North Korea,2012
7106,2012-03-01,-0.022,0.131,North Korea,2012
7107,2012-04-01,7.896,0.435,North Korea,2012
7108,2012-05-01,14.639,0.341,North Korea,2012
7109,2012-06-01,17.962999999999994,0.369,North Korea,2012
7110,2012-07-01,21.746,0.46,North Korea,2012
7111,2012-08-01,22.473000000000003,0.672,North Korea,2012
7112,2012-09-01,16.971,0.394,North Korea,2012
7113,2012-10-01,9.996,0.596,North Korea,2012
7114,2012-11-01,0.968,0.258,North Korea,2012
7115,2012-12-01,-9.947,0.603,North Korea,2012
7116,2013-01-01,-9.996,0.5589999999999999,North Korea,2013
7117,2013-02-01,-7.1480000000000015,0.375,North Korea,2013
7118,2013-03-01,-0.221,0.631,North Korea,2013
7119,2013-04-01,5.267,0.426,North Korea,2013
7120,2013-05-01,14.494000000000002,0.358,North Korea,2013
7121,2013-06-01,19.168,0.5479999999999999,North Korea,2013
7122,2013-07-01,22.755,0.631,North Korea,2013
7123,2013-08-01,23.613000000000003,0.505,North Korea,2013
7124,2013-09-01,18.89903286384977,0.3216699362843729,North Korea,2013
7125,1990-01-01,20.123,0.256,Oman,1990
7126,1990-02-01,22.193,0.402,Oman,1990
7127,1990-03-01,24.209000000000003,0.356,Oman,1990
7128,1990-04-01,28.771,0.258,Oman,1990
7129,1990-05-01,31.85,0.363,Oman,1990
7130,1990-06-01,33.408,0.531,Oman,1990
7131,1990-07-01,33.188,0.758,Oman,1990
7132,1990-08-01,31.84,1.163,Oman,1990
7133,1990-09-01,30.412,0.7609999999999999,Oman,1990
7134,1990-10-01,27.301,0.321,Oman,1990
7135,1990-11-01,24.363000000000003,0.219,Oman,1990
7136,1990-12-01,21.676,0.236,Oman,1990
7137,1991-01-01,20.967,0.434,Oman,1991
7138,1991-02-01,21.315,0.273,Oman,1991
7139,1991-03-01,24.875,0.519,Oman,1991
7140,1991-04-01,28.707,0.326,Oman,1991
7141,1991-05-01,30.843000000000004,0.435,Oman,1991
7142,1991-06-01,32.635000000000005,0.662,Oman,1991
7143,1991-07-01,32.705000000000005,0.491,Oman,1991
7144,1991-08-01,30.956000000000003,0.511,Oman,1991
7145,1991-09-01,28.981,0.588,Oman,1991
7146,1991-10-01,26.733,0.272,Oman,1991
7147,1991-11-01,23.8,0.319,Oman,1991
7148,1991-12-01,21.613000000000003,0.516,Oman,1991
7149,1992-01-01,18.77,0.377,Oman,1992
7150,1992-02-01,20.566,0.387,Oman,1992
7151,1992-03-01,22.772,0.387,Oman,1992
7152,1992-04-01,26.081,0.8220000000000001,Oman,1992
7153,1992-05-01,31.663,0.657,Oman,1992
7154,1992-06-01,33.816,0.601,Oman,1992
7155,1992-07-01,33.171,0.526,Oman,1992
7156,1992-08-01,32.027,0.914,Oman,1992
7157,1992-09-01,29.238000000000003,0.306,Oman,1992
7158,1992-10-01,26.641,0.392,Oman,1992
7159,1992-11-01,23.863000000000003,0.197,Oman,1992
7160,1992-12-01,22.259,0.473,Oman,1992
7161,1993-01-01,19.625,0.439,Oman,1993
7162,1993-02-01,21.879,0.371,Oman,1993
7163,1993-03-01,24.209000000000003,0.444,Oman,1993
7164,1993-04-01,27.538,0.282,Oman,1993
7165,1993-05-01,31.377,0.581,Oman,1993
7166,1993-06-01,33.431000000000004,0.599,Oman,1993
7167,1993-07-01,33.742000000000004,0.612,Oman,1993
7168,1993-08-01,32.187000000000005,0.399,Oman,1993
7169,1993-09-01,30.146,0.536,Oman,1993
7170,1993-10-01,27.492,0.321,Oman,1993
7171,1993-11-01,24.859,0.378,Oman,1993
7172,1993-12-01,21.938,0.371,Oman,1993
7173,1994-01-01,20.44100000000001,0.307,Oman,1994
7174,1994-02-01,21.422,0.402,Oman,1994
7175,1994-03-01,25.292,0.402,Oman,1994
7176,1994-04-01,28.597,0.371,Oman,1994
7177,1994-05-01,32.190999999999995,0.37,Oman,1994
7178,1994-06-01,34.455000000000005,0.693,Oman,1994
7179,1994-07-01,33.634,0.605,Oman,1994
7180,1994-08-01,32.194,0.767,Oman,1994
7181,1994-09-01,30.254,0.506,Oman,1994
7182,1994-10-01,27.521,0.381,Oman,1994
7183,1994-11-01,25.642000000000003,0.358,Oman,1994
7184,1994-12-01,21.43,0.418,Oman,1994
7185,1995-01-01,20.391,0.278,Oman,1995
7186,1995-02-01,21.877,0.382,Oman,1995
7187,1995-03-01,23.471,0.415,Oman,1995
7188,1995-04-01,27.457,0.596,Oman,1995
7189,1995-05-01,31.605,0.304,Oman,1995
7190,1995-06-01,33.456,0.424,Oman,1995
7191,1995-07-01,32.965,0.6920000000000001,Oman,1995
7192,1995-08-01,32.29,0.585,Oman,1995
7193,1995-09-01,30.282,0.411,Oman,1995
7194,1995-10-01,27.919,0.441,Oman,1995
7195,1995-11-01,24.237,0.509,Oman,1995
7196,1995-12-01,21.932,0.807,Oman,1995
7197,1996-01-01,20.35100000000001,1.061,Oman,1996
7198,1996-02-01,22.1,0.728,Oman,1996
